ShipmentID,OrderID,WarehouseID,Carrier,ServiceLevel,PromisedDate,ShipDate,DeliveryDate,ShipCost$,DeliveryStatus
SH033749,O033749,W01,USPS,Std,2025-12-04,2025-12-01,2025-12-08,9.58,Late
SH033750,O033750,W01,DHL,Std,2025-12-06,2025-12-01,2025-12-05,10.09,OnTime
SH033751,O033751,W05,DHL,Std,2025-12-03,2025-11-30,2025-12-05,7.23,Late
SH033752,O033752,W05,DHL,Expedited,2025-12-26,2025-12-24,2025-12-30,14.98,Late
SH033753,O033753,W05,UPS,Expedited,2025-12-05,2025-12-03,2025-12-05,14.07,OnTime
SH033754,O033754,W05,UPS,Expedited,2025-12-04,2025-12-02,2025-12-04,9.83,OnTime
SH033755,O033755,W04,DHL,Expedited,2025-12-04,2025-12-01,2025-12-03,10.89,OnTime
SH033756,O033756,W03,DHL,Std,2025-12-23,2025-12-20,2025-12-24,4.04,Late
SH033757,O033757,W01,DHL,Expedited,2025-12-26,2025-12-25,2025-12-28,11.37,Late
SH033758,O033758,W02,DHL,Std,2025-11-10,2025-11-06,2025-11-11,11.22,Late
SH033759,O033759,W05,DHL,Std,2025-12-29,2025-12-24,2026-01-01,4.19,Late
SH033760,O033760,W01,USPS,Expedited,2025-12-16,2025-12-15,2025-12-17,9.32,Late
SH033761,O033761,W05,DHL,Std,2026-01-01,2025-12-29,2026-01-04,10.79,Late
SH033762,O033762,W01,USPS,Std,2026-01-03,2025-12-30,2026-01-06,9.82,Late
SH033763,O033763,W05,DHL,Std,2025-11-29,2025-11-25,2025-11-30,6.73,Late
SH033764,O033764,W01,USPS,Std,2025-12-28,2025-12-24,2025-12-28,10.59,OnTime
SH033765,O033765,W01,USPS,Expedited,2025-12-01,2025-11-28,2025-11-30,10.05,OnTime
SH033766,O033766,W03,UPS,Std,2025-12-28,2025-12-23,2025-12-29,9.32,Late
SH033767,O033767,W02,DHL,Std,2025-12-06,2025-12-02,2025-12-08,4.01,Late
SH033768,O033768,W01,FedEx,Std,2025-12-03,2025-11-29,2025-12-05,7.72,Late
SH033769,O033769,W03,USPS,Std,2025-12-03,2025-11-29,2025-12-05,11.21,Late
SH033770,O033770,W02,USPS,BOPIS,2025-12-25,2025-12-25,2025-12-25,0.0,OnTime
SH033771,O033771,W02,FedEx,Std,2025-11-20,2025-11-15,2025-11-21,6.78,Late
SH033772,O033772,W04,FedEx,Std,2025-11-07,2025-11-02,2025-11-09,8.59,Late
SH033773,O033773,W04,FedEx,Std,2026-01-07,2026-01-04,2026-01-11,7.73,Late
SH033774,O033774,W01,FedEx,Std,2025-12-15,2025-12-11,2025-12-16,10.52,Late
SH033775,O033775,W03,FedEx,Std,2025-12-03,2025-11-30,2025-12-04,10.94,Late
SH033776,O033776,W03,UPS,Std,2025-11-12,2025-11-07,2025-11-14,10.1,Late
SH033777,O033777,W02,USPS,Std,2025-12-29,2025-12-26,2025-12-31,4.25,Late
SH033778,O033778,W03,USPS,Std,2025-11-20,2025-11-15,2025-11-19,10.0,OnTime
SH033779,O033779,W03,UPS,Expedited,2025-11-25,2025-11-23,2025-11-25,9.31,OnTime
SH033780,O033780,W04,USPS,Expedited,2025-12-20,2025-12-17,2025-12-19,14.93,OnTime
SH033781,O033781,W04,USPS,Std,2025-12-30,2025-12-26,2025-12-31,6.96,Late
SH033782,O033782,W05,DHL,Std,2025-11-21,2025-11-16,2025-11-22,6.11,Late
SH033783,O033783,W01,DHL,Std,2025-12-06,2025-12-03,2025-12-07,4.61,Late
SH033784,O033784,W02,UPS,Std,2025-12-29,2025-12-26,2026-01-01,11.62,Late
SH033785,O033785,W04,UPS,Expedited,2025-12-28,2025-12-27,2025-12-31,9.21,Late
SH033786,O033786,W03,UPS,Std,2025-12-01,2025-11-28,2025-12-05,7.27,Late
SH033787,O033787,W02,UPS,Expedited,2026-01-07,2026-01-04,2026-01-07,14.43,OnTime
SH033788,O033788,W01,DHL,Std,2025-11-26,2025-11-22,2025-11-26,9.65,OnTime
SH033789,O033789,W01,DHL,Expedited,2025-12-04,2025-12-02,2025-12-05,15.0,Late
SH033790,O033790,W03,FedEx,Std,2025-12-16,2025-12-12,2025-12-16,4.77,OnTime
SH033791,O033791,W02,USPS,Std,2025-12-26,2025-12-21,2025-12-25,5.39,OnTime
SH033792,O033792,W01,DHL,Overnight,2025-12-02,2025-12-03,2025-12-04,31.86,Late
SH033793,O033793,W01,USPS,Std,2026-01-07,2026-01-04,2026-01-08,6.64,Late
SH033794,O033794,W02,UPS,Std,2025-12-13,2025-12-10,2025-12-15,5.91,Late
SH033795,O033795,W04,UPS,Std,2025-12-20,2025-12-15,2025-12-20,10.9,OnTime
SH033796,O033796,W05,UPS,Expedited,2025-12-29,2025-12-27,2025-12-29,16.8,OnTime
SH033797,O033797,W03,USPS,Std,2026-01-07,2026-01-04,2026-01-08,11.31,Late
SH033798,O033798,W01,DHL,Std,2025-11-24,2025-11-19,2025-11-23,4.44,OnTime
SH033799,O033799,W04,USPS,Std,2025-12-19,2025-12-14,2025-12-19,4.37,OnTime
SH033800,O033800,W05,DHL,Overnight,2025-11-02,2025-11-01,2025-11-02,20.94,OnTime
SH033801,O033801,W01,USPS,Expedited,2025-12-23,2025-12-21,2025-12-23,12.25,OnTime
SH033802,O033802,W04,UPS,Std,2025-11-20,2025-11-16,2025-11-22,9.25,Late
SH033803,O033803,W02,FedEx,Std,2025-11-30,2025-11-26,2025-12-01,10.71,Late
SH033804,O033804,W01,USPS,Std,2025-11-30,2025-11-26,2025-11-30,4.39,OnTime
SH033805,O033805,W05,DHL,Std,2025-12-03,2025-11-30,2025-12-04,7.4,Late
SH033806,O033806,W03,UPS,Std,2025-12-28,2025-12-25,2025-12-29,11.9,Late
SH033807,O033807,W01,UPS,Std,2025-12-03,2025-11-29,2025-12-05,5.02,Late
SH033808,O033808,W05,UPS,Expedited,2025-12-27,2025-12-25,2025-12-27,16.81,OnTime
SH033809,O033809,W03,UPS,Std,2026-01-05,2025-12-31,2026-01-05,9.84,OnTime
SH033810,O033810,W04,UPS,BOPIS,2025-12-31,2026-01-01,2026-01-01,0.0,Late
SH033811,O033811,W03,UPS,Std,2025-11-22,2025-11-17,2025-11-21,6.26,OnTime
SH033812,O033812,W04,FedEx,Overnight,2025-11-29,2025-11-29,2025-11-30,19.34,Late
SH033813,O033813,W04,UPS,Expedited,2025-12-01,2025-11-28,2025-12-01,9.29,OnTime
SH033814,O033814,W02,FedEx,BOPIS,2025-12-21,2025-12-21,2025-12-21,0.0,OnTime
SH033815,O033815,W01,UPS,Std,2025-12-22,2025-12-19,2025-12-26,10.23,Late
SH033816,O033816,W04,UPS,Expedited,2025-12-29,2025-12-28,2026-01-02,16.81,Late
SH033817,O033817,W04,USPS,Std,2025-12-01,2025-11-28,2025-12-02,7.83,Late
SH033818,O033818,W04,DHL,Std,2025-12-06,2025-12-01,2025-12-08,6.92,Late
SH033819,O033819,W02,UPS,Expedited,2025-12-25,2025-12-23,2025-12-25,16.64,OnTime
SH033820,O033820,W02,UPS,Expedited,2025-12-25,2025-12-22,2025-12-25,11.49,OnTime
SH033821,O033821,W04,FedEx,Std,2025-11-30,2025-11-26,2025-11-30,9.07,OnTime
SH033822,O033822,W05,UPS,Std,2025-11-12,2025-11-09,2025-11-14,9.34,Late
SH033823,O033823,W05,UPS,Std,2025-12-24,2025-12-21,2025-12-28,6.83,Late
SH033824,O033824,W01,USPS,Expedited,2025-12-04,2025-12-01,2025-12-04,13.87,OnTime
SH033825,O033825,W03,UPS,Std,2025-12-27,2025-12-22,2025-12-27,6.4,OnTime
SH033826,O033826,W05,FedEx,Expedited,2025-11-13,2025-11-10,2025-11-13,12.35,OnTime
SH033827,O033827,W03,USPS,Std,2025-12-24,2025-12-21,2025-12-25,9.6,Late
SH033828,O033828,W02,DHL,Std,2025-11-22,2025-11-18,2025-11-25,10.64,Late
SH033829,O033829,W01,UPS,Overnight,2025-12-06,2025-12-07,2025-12-08,31.5,Late
SH033830,O033830,W03,USPS,Std,2025-11-12,2025-11-07,2025-11-14,4.13,Late
SH033831,O033831,W01,UPS,Expedited,2025-12-28,2025-12-27,2025-12-30,12.36,Late
SH033832,O033832,W04,USPS,Std,2025-11-12,2025-11-07,2025-11-12,10.49,OnTime
SH033833,O033833,W04,UPS,Std,2025-11-14,2025-11-10,2025-11-17,9.24,Late
SH033834,O033834,W01,DHL,Overnight,2025-11-13,2025-11-12,2025-11-13,34.99,OnTime
SH033835,O033835,W05,USPS,Std,2025-12-06,2025-12-01,2025-12-05,7.42,OnTime
SH033836,O033836,W04,UPS,Expedited,2025-12-28,2025-12-27,2025-12-30,15.16,Late
SH033837,O033837,W04,USPS,Std,2025-12-27,2025-12-22,2025-12-31,9.41,Late
SH033838,O033838,W01,USPS,Expedited,2025-12-23,2025-12-20,2025-12-22,12.22,OnTime
SH033839,O033839,W03,FedEx,Expedited,2025-12-04,2025-12-03,2025-12-05,19.01,Late
SH033840,O033840,W01,UPS,Std,2025-12-31,2025-12-27,2025-12-31,11.28,OnTime
SH033841,O033841,W02,DHL,Overnight,2025-12-30,2025-12-31,2026-01-01,33.01,Late
SH033842,O033842,W04,FedEx,Expedited,2025-12-29,2025-12-27,2025-12-30,9.73,Late
SH033843,O033843,W05,DHL,Expedited,2025-12-20,2025-12-19,2025-12-21,11.45,Late
SH033844,O033844,W05,UPS,Expedited,2025-12-08,2025-12-05,2025-12-07,11.92,OnTime
SH033845,O033845,W05,DHL,Std,2025-12-28,2025-12-25,2025-12-29,6.41,Late
SH033846,O033846,W01,UPS,Std,2025-12-28,2025-12-23,2025-12-30,11.77,Late
SH033847,O033847,W01,DHL,BOPIS,2025-12-04,2025-12-04,2025-12-04,0.0,OnTime
SH033848,O033848,W05,DHL,Std,2025-12-28,2025-12-23,2025-12-29,4.24,Late
SH033849,O033849,W05,USPS,Std,2025-11-19,2025-11-14,2025-11-20,10.31,Late
SH033850,O033850,W04,USPS,Overnight,2025-11-30,2025-12-01,2025-12-02,27.01,Late
SH033851,O033851,W02,DHL,Std,2025-12-10,2025-12-05,2025-12-09,8.01,OnTime
SH033852,O033852,W02,UPS,Expedited,2025-12-01,2025-11-30,2025-12-02,10.72,Late
SH033853,O033853,W03,UPS,Expedited,2025-11-21,2025-11-18,2025-11-20,16.37,OnTime
SH033854,O033854,W01,UPS,Overnight,2025-12-23,2025-12-22,2025-12-23,19.52,OnTime
SH033855,O033855,W01,USPS,Expedited,2025-11-04,2025-11-03,2025-11-06,19.67,Late
SH033856,O033856,W05,USPS,Std,2025-11-23,2025-11-18,2025-11-25,10.29,Late
SH033857,O033857,W03,DHL,Std,2025-12-29,2025-12-25,2025-12-31,10.36,Late
SH033858,O033858,W05,UPS,Overnight,2025-12-06,2025-12-05,2025-12-06,30.05,OnTime
SH033859,O033859,W01,FedEx,Expedited,2025-12-01,2025-11-30,2025-12-02,15.44,Late
SH033860,O033860,W04,DHL,Std,2025-12-01,2025-11-26,2025-11-30,5.33,OnTime
SH033861,O033861,W01,DHL,Overnight,2025-11-13,2025-11-13,2025-11-14,24.19,Late
SH033862,O033862,W03,USPS,BOPIS,2025-11-19,2025-11-21,2025-11-21,0.0,Late
SH033863,O033863,W01,UPS,Std,2025-11-08,2025-11-03,2025-11-10,5.86,Late
SH033864,O033864,W03,FedEx,Overnight,2025-12-31,2025-12-30,2025-12-31,20.19,OnTime
SH033865,O033865,W05,FedEx,Expedited,2025-12-25,2025-12-24,2025-12-28,13.45,Late
SH033866,O033866,W02,UPS,Expedited,2025-12-25,2025-12-24,2025-12-27,15.61,Late
SH033867,O033867,W01,DHL,Expedited,2025-12-07,2025-12-06,2025-12-09,18.11,Late
SH033868,O033868,W03,USPS,Std,2025-11-30,2025-11-27,2025-12-01,7.71,Late
SH033869,O033869,W03,USPS,Std,2025-12-03,2025-11-28,2025-12-04,11.48,Late
SH033870,O033870,W05,FedEx,Std,2025-12-27,2025-12-22,2025-12-28,7.99,Late
SH033871,O033871,W03,FedEx,Std,2025-11-29,2025-11-24,2025-11-30,10.08,Late
SH033872,O033872,W02,UPS,Std,2025-12-28,2025-12-24,2026-01-02,11.05,Late
SH033873,O033873,W01,UPS,Expedited,2025-12-26,2025-12-24,2025-12-27,14.32,Late
SH033874,O033874,W04,DHL,Std,2025-11-16,2025-11-12,2025-11-19,9.16,Late
SH033875,O033875,W03,DHL,Expedited,2025-11-14,2025-11-12,2025-11-15,13.2,Late
SH033876,O033876,W04,UPS,BOPIS,2025-12-20,2025-12-21,2025-12-21,0.0,Late
SH033877,O033877,W02,FedEx,Std,2025-12-04,2025-11-30,2025-12-07,9.01,Late
SH033878,O033878,W03,FedEx,Expedited,2025-11-27,2025-11-25,2025-11-27,15.37,OnTime
SH033879,O033879,W02,FedEx,Std,2026-01-06,2026-01-01,2026-01-08,4.85,Late
SH033880,O033880,W02,FedEx,Expedited,2025-11-26,2025-11-25,2025-11-27,13.83,Late
SH033881,O033881,W04,USPS,Expedited,2025-12-29,2025-12-28,2025-12-30,16.63,Late
SH033882,O033882,W04,USPS,Std,2026-01-09,2026-01-04,2026-01-09,11.82,OnTime
SH033883,O033883,W02,UPS,Overnight,2025-12-12,2025-12-11,2025-12-12,30.74,OnTime
SH033884,O033884,W04,UPS,Std,2025-12-06,2025-12-03,2025-12-10,5.67,Late
SH033885,O033885,W05,FedEx,BOPIS,2025-11-28,2025-11-28,2025-11-28,0.0,OnTime
SH033886,O033886,W01,UPS,Expedited,2025-12-26,2025-12-24,2025-12-27,9.07,Late
SH033887,O033887,W02,FedEx,Std,2025-11-13,2025-11-08,2025-11-13,6.28,OnTime
SH033888,O033888,W04,USPS,Std,2025-12-06,2025-12-01,2025-12-05,8.81,OnTime
SH033889,O033889,W02,UPS,Std,2025-12-03,2025-11-28,2025-12-02,4.56,OnTime
SH033890,O033890,W04,USPS,BOPIS,2025-12-24,2025-12-25,2025-12-25,0.0,Late
SH033891,O033891,W03,UPS,Std,2025-12-07,2025-12-02,2025-12-07,4.95,OnTime
SH033892,O033892,W04,DHL,Std,2025-12-09,2025-12-06,2025-12-12,5.62,Late
SH033893,O033893,W02,DHL,Expedited,2025-11-29,2025-11-26,2025-11-28,11.93,OnTime
SH033894,O033894,W03,FedEx,Expedited,2025-11-28,2025-11-26,2025-11-28,14.54,OnTime
SH033895,O033895,W05,UPS,Expedited,2025-12-04,2025-12-01,2025-12-04,10.03,OnTime
SH033896,O033896,W04,FedEx,Overnight,2025-12-18,2025-12-17,2025-12-18,29.86,OnTime
SH033897,O033897,W02,UPS,Std,2025-11-06,2025-11-03,2025-11-07,11.14,Late
SH033898,O033898,W04,UPS,Std,2025-12-01,2025-11-28,2025-12-03,7.53,Late
SH033899,O033899,W05,UPS,Std,2025-12-03,2025-11-30,2025-12-05,7.98,Late
SH033900,O033900,W04,FedEx,Overnight,2025-12-02,2025-12-03,2025-12-04,29.5,Late
SH033901,O033901,W01,DHL,Overnight,2025-12-16,2025-12-16,2025-12-17,29.92,Late
SH033902,O033902,W02,FedEx,Overnight,2025-12-23,2025-12-24,2025-12-25,23.5,Late
SH033903,O033903,W05,FedEx,Expedited,2026-01-03,2025-12-31,2026-01-03,14.05,OnTime
SH033904,O033904,W05,DHL,Std,2025-12-05,2025-11-30,2025-12-07,5.27,Late
SH033905,O033905,W04,DHL,Std,2025-12-03,2025-11-28,2025-12-02,7.95,OnTime
SH033906,O033906,W03,USPS,Overnight,2025-12-02,2025-12-02,2025-12-03,30.94,Late
SH033907,O033907,W05,UPS,Std,2025-12-27,2025-12-24,2025-12-28,7.57,Late
SH033908,O033908,W04,USPS,Overnight,2025-12-01,2025-12-01,2025-12-02,21.0,Late
SH033909,O033909,W05,USPS,Std,2025-12-06,2025-12-03,2025-12-08,5.59,Late
SH033910,O033910,W04,UPS,Std,2025-11-21,2025-11-18,2025-11-23,8.7,Late
SH033911,O033911,W04,FedEx,Overnight,2025-12-28,2025-12-29,2025-12-30,22.06,Late
SH033912,O033912,W01,DHL,Std,2025-12-29,2025-12-25,2025-12-30,6.41,Late
SH033913,O033913,W04,DHL,Std,2025-12-06,2025-12-01,2025-12-06,5.03,OnTime
SH033914,O033914,W01,DHL,Std,2025-11-27,2025-11-22,2025-11-28,8.88,Late
SH033915,O033915,W01,DHL,Std,2025-11-19,2025-11-15,2025-11-21,8.08,Late
SH033916,O033916,W02,DHL,Std,2026-01-10,2026-01-06,2026-01-13,11.21,Late
SH033917,O033917,W04,FedEx,Std,2025-11-29,2025-11-24,2025-11-29,11.9,OnTime
SH033918,O033918,W03,USPS,Expedited,2025-12-04,2025-12-01,2025-12-04,14.81,OnTime
SH033919,O033919,W05,DHL,BOPIS,2025-11-15,2025-11-15,2025-11-15,0.0,OnTime
SH033920,O033920,W04,USPS,Overnight,2025-12-07,2025-12-07,2025-12-08,22.38,Late
SH033921,O033921,W04,USPS,Std,2025-12-04,2025-11-29,2025-12-03,4.09,OnTime
SH033922,O033922,W03,FedEx,Std,2025-12-03,2025-11-29,2025-12-04,4.18,Late
SH033923,O033923,W05,DHL,Std,2025-12-03,2025-11-29,2025-12-04,7.51,Late
SH033924,O033924,W05,UPS,Std,2026-01-09,2026-01-06,2026-01-12,4.72,Late
SH033925,O033925,W04,FedEx,Std,2025-12-03,2025-11-28,2025-12-02,9.38,OnTime
SH033926,O033926,W02,USPS,Std,2025-11-29,2025-11-25,2025-11-30,5.95,Late
SH033927,O033927,W03,USPS,Std,2025-12-26,2025-12-22,2025-12-28,5.85,Late
SH033928,O033928,W03,UPS,BOPIS,2025-12-01,2025-12-01,2025-12-01,0.0,OnTime
SH033929,O033929,W02,FedEx,Std,2025-12-03,2025-11-29,2025-12-06,9.61,Late
SH033930,O033930,W05,DHL,Expedited,2025-11-29,2025-11-27,2025-11-29,10.9,OnTime
SH033931,O033931,W03,DHL,Std,2025-11-07,2025-11-02,2025-11-09,6.22,Late
SH033932,O033932,W03,UPS,Expedited,2025-11-26,2025-11-24,2025-11-26,19.41,OnTime
SH033933,O033933,W04,UPS,BOPIS,2025-12-30,2025-12-30,2025-12-30,0.0,OnTime
SH033934,O033934,W01,UPS,Expedited,2025-12-01,2025-11-30,2025-12-02,16.78,Late
SH033935,O033935,W05,USPS,Expedited,2025-11-28,2025-11-27,2025-11-30,11.53,Late
SH033936,O033936,W03,DHL,Std,2025-12-03,2025-11-30,2025-12-07,9.41,Late
SH033937,O033937,W01,USPS,Overnight,2025-11-27,2025-11-28,2025-11-29,20.32,Late
SH033938,O033938,W05,UPS,Std,2025-12-16,2025-12-13,2025-12-17,7.87,Late
SH033939,O033939,W05,UPS,Std,2025-11-07,2025-11-04,2025-11-10,6.83,Late
SH033940,O033940,W05,DHL,Expedited,2025-12-01,2025-11-30,2025-12-02,10.14,Late
SH033941,O033941,W03,UPS,Std,2025-12-25,2025-12-20,2025-12-26,9.89,Late
SH033942,O033942,W04,UPS,Std,2025-12-06,2025-12-02,2025-12-08,9.63,Late
SH033943,O033943,W05,FedEx,Expedited,2025-11-17,2025-11-16,2025-11-18,10.24,Late
SH033944,O033944,W02,DHL,Std,2025-11-08,2025-11-05,2025-11-10,9.34,Late
SH033945,O033945,W02,USPS,Expedited,2025-12-21,2025-12-19,2025-12-22,10.22,Late
SH033946,O033946,W02,DHL,Std,2025-12-01,2025-11-28,2025-12-02,11.7,Late
SH033947,O033947,W01,DHL,Std,2026-01-07,2026-01-04,2026-01-11,11.42,Late
SH033948,O033948,W02,DHL,Std,2025-11-24,2025-11-19,2025-11-24,11.28,OnTime
SH033949,O033949,W01,DHL,BOPIS,2025-11-28,2025-11-28,2025-11-28,0.0,OnTime
SH033950,O033950,W03,FedEx,Std,2025-11-26,2025-11-22,2025-11-29,11.15,Late
SH033951,O033951,W02,DHL,Std,2025-11-11,2025-11-06,2025-11-13,6.19,Late
SH033952,O033952,W01,DHL,Std,2025-12-03,2025-11-28,2025-12-05,11.66,Late
SH033953,O033953,W03,USPS,Overnight,2025-11-17,2025-11-17,2025-11-18,29.74,Late
SH033954,O033954,W04,DHL,BOPIS,2025-12-27,2025-12-27,2025-12-27,0.0,OnTime
SH033955,O033955,W04,USPS,Expedited,2025-12-16,2025-12-13,2025-12-16,9.56,OnTime
SH033956,O033956,W05,UPS,Std,2025-12-19,2025-12-14,2025-12-18,9.43,OnTime
SH033957,O033957,W05,USPS,Std,2025-12-25,2025-12-22,2025-12-31,6.85,Late
SH033958,O033958,W02,UPS,Std,2025-12-13,2025-12-08,2025-12-12,8.01,OnTime
SH033959,O033959,W05,DHL,Std,2025-12-03,2025-11-30,2025-12-05,9.93,Late
SH033960,O033960,W01,UPS,Std,2025-11-29,2025-11-26,2025-12-02,8.91,Late
SH033961,O033961,W01,USPS,Overnight,2025-12-04,2025-12-03,2025-12-04,27.19,OnTime
SH033962,O033962,W04,DHL,Std,2025-12-06,2025-12-01,2025-12-07,11.19,Late
SH033963,O033963,W04,USPS,Expedited,2026-01-02,2025-12-30,2026-01-02,11.18,OnTime
SH033964,O033964,W03,FedEx,Overnight,2025-12-23,2025-12-23,2025-12-25,19.8,Late
SH033965,O033965,W04,FedEx,BOPIS,2025-11-12,2025-11-12,2025-11-12,0.0,OnTime
SH033966,O033966,W01,UPS,Expedited,2025-12-01,2025-11-29,2025-12-02,13.79,Late
SH033967,O033967,W01,DHL,Std,2025-12-31,2025-12-26,2026-01-04,11.2,Late
SH033968,O033968,W01,FedEx,Std,2025-12-31,2025-12-27,2026-01-01,7.1,Late
SH033969,O033969,W01,DHL,Std,2025-12-09,2025-12-06,2025-12-12,9.88,Late
SH033970,O033970,W04,UPS,Std,2026-01-08,2026-01-03,2026-01-10,9.6,Late
SH033971,O033971,W02,FedEx,Std,2025-12-29,2025-12-25,2026-01-01,9.17,Late
SH033972,O033972,W04,DHL,Std,2025-12-24,2025-12-19,2025-12-23,9.9,OnTime
SH033973,O033973,W02,USPS,Std,2025-12-14,2025-12-11,2025-12-18,5.44,Late
SH033974,O033974,W01,USPS,Std,2025-11-29,2025-11-25,2025-11-30,6.05,Late
SH033975,O033975,W05,FedEx,Std,2025-12-08,2025-12-04,2025-12-09,8.03,Late
SH033976,O033976,W05,USPS,Std,2025-12-06,2025-12-01,2025-12-08,4.95,Late
SH033977,O033977,W01,UPS,Std,2025-12-01,2025-11-26,2025-12-03,10.06,Late
SH033978,O033978,W03,UPS,Overnight,2025-12-06,2025-12-05,2025-12-06,26.76,OnTime
SH033979,O033979,W02,USPS,Expedited,2025-12-29,2025-12-28,2025-12-31,17.1,Late
SH033980,O033980,W02,UPS,Std,2025-12-03,2025-11-28,2025-12-03,11.18,OnTime
SH033981,O033981,W05,DHL,Std,2025-12-06,2025-12-02,2025-12-08,4.31,Late
SH033982,O033982,W01,FedEx,Expedited,2025-11-24,2025-11-22,2025-11-24,18.16,OnTime
SH033983,O033983,W04,UPS,Expedited,2025-12-01,2025-11-30,2025-12-02,10.34,Late
SH033984,O033984,W05,DHL,Expedited,2025-11-12,2025-11-09,2025-11-11,19.32,OnTime
SH033985,O033985,W02,FedEx,Std,2025-11-21,2025-11-16,2025-11-22,11.93,Late
SH033986,O033986,W03,USPS,Std,2026-01-07,2026-01-04,2026-01-09,11.07,Late
SH033987,O033987,W04,UPS,Std,2025-12-17,2025-12-14,2025-12-21,10.56,Late
SH033988,O033988,W01,USPS,Expedited,2025-12-01,2025-11-28,2025-12-01,14.18,OnTime
SH033989,O033989,W02,DHL,Std,2025-12-04,2025-12-01,2025-12-08,4.48,Late
SH033990,O033990,W03,FedEx,Std,2025-12-26,2025-12-23,2025-12-31,11.17,Late
SH033991,O033991,W01,FedEx,Expedited,2025-12-04,2025-12-01,2025-12-03,16.52,OnTime
SH033992,O033992,W02,USPS,Std,2025-12-06,2025-12-02,2025-12-08,8.84,Late
SH033993,O033993,W04,USPS,Std,2025-11-19,2025-11-14,2025-11-18,9.14,OnTime
SH033994,O033994,W04,UPS,Expedited,2025-12-28,2025-12-25,2025-12-27,12.67,OnTime
SH033995,O033995,W04,FedEx,Overnight,2025-11-27,2025-11-28,2025-11-29,24.13,Late
SH033996,O033996,W02,USPS,Std,2025-12-16,2025-12-13,2025-12-17,6.86,Late
SH033997,O033997,W02,FedEx,Overnight,2025-12-24,2025-12-24,2025-12-27,20.22,Late
SH033998,O033998,W03,UPS,Std,2025-11-09,2025-11-04,2025-11-11,8.9,Late
SH033999,O033999,W04,FedEx,Expedited,2025-12-01,2025-11-29,2025-12-01,17.35,OnTime
SH034000,O034000,W05,USPS,Expedited,2025-12-27,2025-12-25,2025-12-28,18.95,Late
SH034001,O034001,W05,FedEx,Std,2025-12-26,2025-12-22,2025-12-29,5.22,Late
SH034002,O034002,W05,UPS,Std,2025-11-27,2025-11-23,2025-11-30,8.64,Late
SH034003,O034003,W02,DHL,Std,2026-01-10,2026-01-06,2026-01-10,4.13,OnTime
SH034004,O034004,W02,UPS,Std,2025-11-30,2025-11-27,2025-12-01,6.53,Late
SH034005,O034005,W04,USPS,BOPIS,2025-12-16,2025-12-18,2025-12-18,0.0,Late
SH034006,O034006,W04,FedEx,BOPIS,2025-12-01,2025-12-01,2025-12-01,0.0,OnTime
SH034007,O034007,W04,FedEx,Std,2025-12-20,2025-12-15,2025-12-21,11.0,Late
SH034008,O034008,W02,DHL,Expedited,2025-12-04,2025-12-02,2025-12-05,16.16,Late
SH034009,O034009,W01,USPS,Std,2025-11-13,2025-11-10,2025-11-17,10.34,Late
SH034010,O034010,W04,USPS,Std,2025-11-20,2025-11-15,2025-11-19,10.36,OnTime
SH034011,O034011,W03,UPS,Std,2025-12-27,2025-12-24,2025-12-30,11.48,Late
SH034012,O034012,W01,USPS,Std,2025-12-04,2025-12-01,2025-12-07,5.25,Late
SH034013,O034013,W05,DHL,Std,2025-12-03,2025-11-30,2025-12-04,8.98,Late
SH034014,O034014,W02,UPS,Expedited,2025-12-31,2025-12-29,2026-01-01,9.51,Late
SH034015,O034015,W05,UPS,Std,2025-12-06,2025-12-02,2025-12-08,10.15,Late
SH034016,O034016,W03,UPS,Expedited,2025-12-14,2025-12-12,2025-12-15,18.88,Late
SH034017,O034017,W03,DHL,Expedited,2025-11-13,2025-11-10,2025-11-12,16.64,OnTime
SH034018,O034018,W04,DHL,Expedited,2025-11-28,2025-11-26,2025-11-29,19.71,Late
SH034019,O034019,W01,UPS,Std,2025-11-30,2025-11-26,2025-12-02,5.63,Late
SH034020,O034020,W02,UPS,Expedited,2025-12-22,2025-12-21,2025-12-23,14.75,Late
SH034021,O034021,W01,USPS,Overnight,2025-11-29,2025-11-28,2025-11-29,21.0,OnTime
SH034022,O034022,W01,FedEx,Std,2025-12-03,2025-11-29,2025-12-03,5.46,OnTime
SH034023,O034023,W04,UPS,Std,2025-11-10,2025-11-05,2025-11-09,5.31,OnTime
SH034024,O034024,W04,UPS,Expedited,2025-11-24,2025-11-22,2025-11-24,9.01,OnTime
SH034025,O034025,W01,DHL,Expedited,2025-12-01,2025-11-29,2025-12-02,9.32,Late
SH034026,O034026,W05,UPS,Expedited,2025-11-28,2025-11-27,2025-11-30,19.36,Late
SH034027,O034027,W05,FedEx,Std,2025-12-13,2025-12-08,2025-12-13,7.22,OnTime
SH034028,O034028,W05,USPS,BOPIS,2025-12-28,2025-12-29,2025-12-29,0.0,Late
SH034029,O034029,W05,USPS,Std,2025-12-17,2025-12-13,2025-12-20,10.59,Late
SH034030,O034030,W05,FedEx,Std,2025-12-13,2025-12-08,2025-12-13,11.67,OnTime
SH034031,O034031,W05,UPS,Std,2025-12-03,2025-11-29,2025-12-03,5.17,OnTime
SH034032,O034032,W01,FedEx,Std,2025-12-03,2025-11-29,2025-12-04,6.91,Late
SH034033,O034033,W05,FedEx,Expedited,2025-11-13,2025-11-11,2025-11-14,15.43,Late
