ReturnID,OrderLineID,ReturnDate,ReasonCode,Condition,Refund$,RestockFee$,ReturnShipCost$,Disposition
R0018660,OL0156369,2025-11-23,Late Delivery,Opened,19.51,5.22,9.6,Write-off
R0018661,OL0156383,2026-01-18,Defective,Damaged,255.54,9.44,9.55,Write-off
R0018662,OL0156384,2026-01-22,Defective,New,223.96,3.33,7.87,Resell
R0018663,OL0156389,2026-01-12,Changed Mind,Opened,410.22,6.67,3.31,Write-off
R0018664,OL0156397,2025-12-28,Wrong Size,Opened,123.12,4.21,2.9,Write-off
R0018665,OL0156401,2025-12-31,Wrong Size,Opened,342.1,6.12,0.22,Write-off
R0018666,OL0156404,2025-12-30,Defective,New,117.52,7.8,2.46,Resell
R0018667,OL0156413,2025-12-11,Changed Mind,Opened,141.76,4.12,4.19,Write-off
R0018668,OL0156416,2025-12-17,Wrong Size,New,100.82,8.0,9.98,Resell
R0018669,OL0156446,2025-12-30,Wrong Size,Opened,293.63,9.08,2.17,Write-off
R0018670,OL0156447,2026-01-03,Changed Mind,New,109.01,1.82,8.07,Resell
R0018671,OL0156449,2025-11-28,Changed Mind,Damaged,207.19,1.82,6.74,Write-off
R0018672,OL0156452,2025-12-08,Wrong Size,New,63.03,2.64,6.38,Resell
R0018673,OL0156455,2025-12-20,Late Delivery,New,266.83,1.6,1.81,Resell
R0018674,OL0156461,2025-12-23,Changed Mind,New,551.47,2.63,0.58,Resell
R0018675,OL0156481,2025-12-30,Other,Opened,450.46,5.61,8.31,Write-off
R0018676,OL0156487,2026-01-14,Wrong Size,New,86.92,5.3,6.59,Resell
R0018677,OL0156495,2026-02-05,Changed Mind,Opened,145.62,7.42,8.96,Write-off
R0018678,OL0156498,2026-01-29,Defective,New,160.87,9.43,2.04,Resell
R0018679,OL0156502,2026-01-26,Changed Mind,Damaged,25.9,6.19,6.94,Write-off
R0018680,OL0156511,2025-12-05,Late Delivery,Opened,165.91,7.55,2.1,Write-off
R0018681,OL0156512,2025-12-13,Wrong Size,New,521.18,6.11,6.21,Resell
R0018682,OL0156523,2025-12-16,Other,Opened,446.89,1.35,5.24,Write-off
R0018683,OL0156545,2026-01-24,Wrong Size,Opened,150.16,4.05,5.17,Write-off
R0018684,OL0156546,2026-01-07,Defective,Damaged,207.15,9.54,3.48,Write-off
R0018685,OL0156556,2025-11-27,Defective,New,1031.57,0.53,9.46,Resell
R0018686,OL0156573,2025-11-14,Wrong Size,New,60.39,3.69,6.04,Resell
R0018687,OL0156575,2025-12-07,Other,New,292.31,2.6,9.88,Resell
R0018688,OL0156596,2025-11-24,Changed Mind,New,263.67,2.45,2.31,Resell
R0018689,OL0156602,2025-11-25,Other,New,137.77,6.44,0.97,Resell
R0018690,OL0156618,2025-12-24,Wrong Size,Opened,112.1,7.77,1.41,Write-off
R0018691,OL0156619,2026-01-09,Wrong Size,New,380.64,0.18,0.47,Resell
R0018692,OL0156628,2026-01-19,Defective,New,18.06,2.57,6.87,Resell
R0018693,OL0156630,2026-02-03,Changed Mind,New,79.29,4.13,5.9,Resell
R0018694,OL0156634,2026-01-29,Changed Mind,New,53.63,4.44,5.9,Resell
R0018695,OL0156640,2025-12-25,Defective,Opened,921.66,7.43,8.76,Write-off
R0018696,OL0156658,2025-11-20,Other,Opened,314.49,1.8,2.01,Write-off
R0018697,OL0156684,2026-01-24,Other,New,81.39,9.64,8.47,Resell
R0018698,OL0156686,2026-01-15,Changed Mind,Damaged,92.54,1.49,4.32,Write-off
R0018699,OL0156695,2025-12-17,Late Delivery,Opened,56.69,5.97,0.08,Write-off
R0018700,OL0156698,2025-12-06,Wrong Size,New,2.33,3.78,4.15,Resell
R0018701,OL0156699,2025-12-13,Other,New,39.59,9.7,3.36,Resell
R0018702,OL0156703,2025-12-21,Other,Opened,151.7,5.78,1.64,Write-off
R0018703,OL0156708,2025-11-30,Changed Mind,New,201.25,6.48,1.5,Resell
R0018704,OL0156743,2026-01-11,Defective,Damaged,148.6,2.32,7.59,Write-off
R0018705,OL0156754,2025-12-06,Defective,Damaged,550.69,4.01,9.92,Write-off
R0018706,OL0156755,2025-12-17,Changed Mind,Opened,168.4,7.48,0.41,Write-off
R0018707,OL0156756,2026-01-02,Defective,Opened,206.35,9.52,8.73,Write-off
R0018708,OL0156762,2026-01-15,Changed Mind,New,129.26,1.15,8.88,Resell
R0018709,OL0156766,2026-01-09,Defective,New,171.71,6.28,7.66,Resell
R0018710,OL0156770,2025-12-13,Defective,New,31.45,1.68,9.91,Resell
R0018711,OL0156773,2026-01-14,Late Delivery,Opened,37.04,6.06,7.04,Write-off
R0018712,OL0156788,2025-12-11,Changed Mind,New,266.24,1.38,8.29,Resell
R0018713,OL0156791,2026-02-03,Late Delivery,New,442.04,4.43,8.36,Resell
R0018714,OL0156807,2025-11-27,Late Delivery,New,337.68,3.94,9.26,Resell
R0018715,OL0156812,2025-12-10,Changed Mind,Damaged,10.4,4.38,4.12,Write-off
R0018716,OL0156817,2025-12-30,Defective,New,187.08,2.52,1.35,Resell
R0018717,OL0156823,2025-11-21,Wrong Size,New,23.53,7.44,1.78,Resell
R0018718,OL0156827,2025-12-16,Changed Mind,New,293.62,7.86,2.07,Resell
R0018719,OL0156835,2025-12-09,Defective,Opened,210.94,0.36,9.86,Write-off
R0018720,OL0156841,2026-01-04,Other,Opened,197.71,4.3,3.44,Write-off
R0018721,OL0156849,2025-11-27,Defective,New,28.45,9.33,1.03,Resell
R0018722,OL0156875,2025-12-09,Changed Mind,Damaged,4.66,7.25,5.52,Write-off
R0018723,OL0156878,2025-12-06,Wrong Size,New,64.19,2.65,5.73,Resell
R0018724,OL0156910,2025-11-11,Changed Mind,New,646.66,3.98,9.44,Resell
R0018725,OL0156925,2026-01-01,Changed Mind,New,439.97,8.2,1.82,Resell
R0018726,OL0156957,2026-01-12,Changed Mind,New,209.61,7.3,8.3,Resell
R0018727,OL0156965,2025-12-21,Late Delivery,Opened,71.85,9.45,6.35,Write-off
R0018728,OL0156970,2026-01-16,Late Delivery,New,371.63,7.58,7.05,Resell
R0018729,OL0156972,2025-12-22,Defective,New,285.21,2.76,0.43,Resell
R0018730,OL0157001,2026-01-02,Wrong Size,New,51.6,5.86,5.7,Resell
R0018731,OL0157006,2026-01-31,Wrong Size,New,489.67,7.65,5.58,Resell
R0018732,OL0157016,2026-01-07,Defective,New,166.72,9.78,1.51,Resell
R0018733,OL0157024,2025-12-09,Wrong Size,New,127.26,7.34,4.98,Resell
R0018734,OL0157029,2025-12-11,Wrong Size,Opened,217.29,6.72,3.74,Write-off
R0018735,OL0157033,2025-12-15,Defective,New,129.51,0.41,8.53,Resell
R0018736,OL0157036,2025-12-12,Defective,New,88.69,3.75,6.39,Resell
R0018737,OL0157047,2025-12-25,Changed Mind,New,274.2,7.33,7.42,Resell
R0018738,OL0157051,2026-01-07,Defective,Opened,471.01,6.64,4.77,Write-off
R0018739,OL0157054,2026-01-19,Changed Mind,New,236.91,1.33,0.48,Resell
R0018740,OL0157059,2026-01-12,Changed Mind,New,11.03,8.33,7.68,Resell
R0018741,OL0157061,2026-01-07,Late Delivery,Opened,79.24,8.52,0.35,Write-off
R0018742,OL0157064,2025-12-16,Defective,New,794.95,0.84,4.63,Resell
R0018743,OL0157077,2025-12-02,Changed Mind,New,13.3,5.24,8.72,Resell
R0018744,OL0157078,2025-11-06,Wrong Size,New,199.64,1.76,3.57,Resell
R0018745,OL0157081,2025-11-16,Defective,New,637.03,2.67,7.77,Resell
R0018746,OL0157083,2025-12-16,Wrong Size,Opened,17.93,6.16,8.99,Write-off
R0018747,OL0157091,2025-12-30,Wrong Size,New,501.42,8.8,0.37,Resell
R0018748,OL0157095,2025-12-12,Changed Mind,New,55.64,0.05,9.0,Resell
R0018749,OL0157108,2025-12-31,Defective,New,77.16,5.13,8.68,Resell
R0018750,OL0157109,2025-12-17,Defective,Opened,568.22,3.66,1.96,Write-off
R0018751,OL0157113,2026-01-14,Wrong Size,Opened,414.38,9.02,3.2,Write-off
R0018752,OL0157116,2026-01-17,Defective,Opened,123.08,9.12,1.77,Write-off
R0018753,OL0157125,2026-01-09,Late Delivery,Damaged,100.4,1.88,6.73,Write-off
R0018754,OL0157132,2026-01-05,Wrong Size,New,13.39,2.69,4.12,Resell
R0018755,OL0157144,2026-01-13,Changed Mind,Damaged,157.91,1.99,9.33,Write-off
R0018756,OL0157153,2025-12-15,Late Delivery,New,176.74,5.34,0.25,Resell
R0018757,OL0157154,2025-12-06,Wrong Size,Damaged,329.98,3.75,0.12,Write-off
R0018758,OL0157173,2025-12-19,Late Delivery,Damaged,148.03,5.24,7.88,Write-off
R0018759,OL0157175,2025-12-31,Wrong Size,New,42.43,1.1,9.24,Resell
R0018760,OL0157187,2025-12-15,Changed Mind,New,85.66,0.2,4.37,Resell
R0018761,OL0157193,2026-01-15,Changed Mind,Opened,431.62,8.36,6.07,Write-off
R0018762,OL0157197,2025-11-25,Wrong Size,New,570.53,5.62,6.85,Resell
R0018763,OL0157201,2025-11-30,Wrong Size,Opened,10.59,4.19,3.97,Write-off
R0018764,OL0157227,2026-01-06,Wrong Size,New,345.24,7.72,2.81,Resell
R0018765,OL0157233,2026-01-07,Late Delivery,Opened,281.62,3.64,2.33,Write-off
R0018766,OL0157272,2025-12-14,Wrong Size,Opened,298.87,1.82,9.02,Write-off
R0018767,OL0157277,2026-01-08,Defective,New,37.29,6.52,1.2,Resell
R0018768,OL0157279,2025-12-13,Late Delivery,New,181.17,4.27,8.11,Resell
R0018769,OL0157284,2025-12-19,Wrong Size,New,102.45,1.69,1.87,Resell
R0018770,OL0157293,2025-11-30,Changed Mind,New,262.79,3.04,3.34,Resell
R0018771,OL0157314,2025-12-20,Changed Mind,New,186.76,7.18,7.14,Resell
R0018772,OL0157321,2025-12-19,Defective,New,187.48,0.18,4.33,Resell
R0018773,OL0157328,2026-01-10,Wrong Size,Opened,93.46,5.64,7.04,Write-off
R0018774,OL0157336,2026-01-08,Wrong Size,Opened,18.48,6.23,5.87,Write-off
R0018775,OL0157346,2026-01-03,Other,New,27.58,9.32,2.68,Resell
R0018776,OL0157371,2026-01-10,Wrong Size,New,57.71,9.75,7.38,Resell
R0018777,OL0157375,2026-01-07,Wrong Size,Opened,79.28,6.93,4.06,Write-off
R0018778,OL0157387,2025-12-23,Defective,New,530.37,3.07,9.98,Resell
R0018779,OL0157390,2026-01-05,Wrong Size,New,266.45,7.21,8.31,Resell
R0018780,OL0157400,2025-11-28,Wrong Size,New,22.39,6.09,8.59,Resell
R0018781,OL0157418,2026-01-09,Wrong Size,Damaged,9.24,1.52,6.87,Write-off
R0018782,OL0157420,2025-12-17,Defective,Damaged,243.29,2.62,9.4,Write-off
R0018783,OL0157423,2025-12-21,Changed Mind,New,259.2,2.35,5.99,Resell
R0018784,OL0157427,2026-01-15,Changed Mind,Opened,164.62,4.42,0.8,Write-off
R0018785,OL0157440,2025-12-23,Changed Mind,New,317.59,0.6,4.84,Resell
R0018786,OL0157444,2026-01-07,Changed Mind,Damaged,47.88,8.57,4.15,Write-off
R0018787,OL0157476,2026-01-17,Wrong Size,New,193.5,3.26,1.45,Resell
R0018788,OL0157482,2026-01-24,Wrong Size,Opened,218.63,0.6,1.52,Write-off
R0018789,OL0157484,2026-01-17,Wrong Size,New,60.22,3.96,0.81,Resell
R0018790,OL0157491,2025-12-14,Other,New,151.08,9.55,3.15,Resell
R0018791,OL0157521,2025-12-07,Other,Opened,558.79,1.84,7.29,Write-off
R0018792,OL0157526,2025-12-12,Changed Mind,New,269.37,1.69,9.65,Resell
R0018793,OL0157532,2026-01-30,Wrong Size,Opened,140.71,5.32,0.07,Write-off
R0018794,OL0157534,2025-12-20,Other,New,353.18,3.66,9.32,Resell
R0018795,OL0157537,2025-12-12,Changed Mind,Opened,748.89,7.43,0.59,Write-off
R0018796,OL0157541,2025-12-09,Changed Mind,New,153.25,7.99,8.61,Resell
R0018797,OL0157543,2025-12-11,Wrong Size,New,209.19,3.83,3.48,Resell
R0018798,OL0157548,2025-12-19,Changed Mind,Damaged,397.01,7.55,9.27,Write-off
R0018799,OL0157551,2025-12-30,Wrong Size,New,71.29,4.21,7.09,Resell
R0018800,OL0157552,2026-01-13,Defective,New,107.67,5.52,4.92,Resell
R0018801,OL0157558,2025-12-15,Wrong Size,New,169.97,0.81,4.31,Resell
R0018802,OL0157562,2025-12-19,Late Delivery,Damaged,126.89,8.82,0.42,Write-off
R0018803,OL0157569,2026-01-01,Wrong Size,Opened,263.05,3.37,9.48,Write-off
R0018804,OL0157570,2025-12-23,Other,New,216.86,6.56,2.04,Resell
R0018805,OL0157572,2025-12-07,Wrong Size,New,256.87,9.19,8.41,Resell
R0018806,OL0157575,2025-12-04,Changed Mind,New,341.77,8.19,5.78,Resell
R0018807,OL0157585,2025-11-21,Other,Opened,91.24,3.74,8.73,Write-off
R0018808,OL0157590,2025-12-31,Defective,Opened,176.63,8.8,5.28,Write-off
R0018809,OL0157597,2025-12-16,Changed Mind,New,274.52,2.79,5.48,Resell
R0018810,OL0157606,2026-01-03,Late Delivery,Opened,111.55,2.73,4.69,Write-off
R0018811,OL0157625,2026-01-01,Wrong Size,New,154.1,1.34,5.86,Resell
R0018812,OL0157628,2026-01-16,Wrong Size,Opened,145.62,4.96,5.66,Write-off
R0018813,OL0157631,2026-01-15,Late Delivery,New,67.03,6.16,1.74,Resell
R0018814,OL0157645,2025-12-18,Late Delivery,Opened,217.74,0.06,4.37,Write-off
R0018815,OL0157646,2025-12-21,Late Delivery,New,121.63,2.36,9.48,Resell
R0018816,OL0157652,2025-11-25,Wrong Size,New,266.83,9.32,0.71,Resell
R0018817,OL0157653,2025-11-14,Wrong Size,New,351.31,7.38,7.04,Resell
R0018818,OL0157655,2025-11-19,Changed Mind,Damaged,215.77,7.12,9.44,Write-off
R0018819,OL0157664,2026-01-04,Wrong Size,New,87.78,3.88,2.25,Resell
R0018820,OL0157678,2025-12-12,Defective,Opened,292.47,5.35,6.77,Write-off
R0018821,OL0157708,2025-12-10,Changed Mind,Opened,361.56,6.09,4.89,Write-off
R0018822,OL0157712,2026-01-19,Defective,Opened,203.1,8.38,6.84,Write-off
R0018823,OL0157716,2026-01-01,Defective,New,107.61,4.79,4.31,Resell
R0018824,OL0157718,2025-12-10,Wrong Size,Opened,148.65,3.52,2.92,Write-off
R0018825,OL0157736,2025-12-11,Changed Mind,New,118.36,3.17,8.46,Resell
R0018826,OL0157778,2026-01-11,Other,New,22.91,9.44,1.01,Resell
R0018827,OL0157795,2026-01-08,Defective,New,187.88,7.55,9.06,Resell
R0018828,OL0157807,2025-12-12,Wrong Size,New,421.74,7.46,7.36,Resell
R0018829,OL0157815,2026-01-05,Changed Mind,Opened,110.88,0.04,4.57,Write-off
R0018830,OL0157820,2026-01-19,Changed Mind,New,214.74,7.33,0.48,Resell
R0018831,OL0157843,2025-12-19,Wrong Size,Opened,202.12,3.37,8.99,Write-off
R0018832,OL0157847,2026-01-07,Defective,New,135.04,5.87,4.26,Resell
R0018833,OL0157853,2026-01-21,Wrong Size,Damaged,303.59,4.97,3.31,Write-off
R0018834,OL0157859,2026-01-23,Defective,Damaged,80.6,9.93,2.06,Write-off
R0018835,OL0157861,2025-12-16,Late Delivery,Opened,40.65,4.52,1.77,Write-off
R0018836,OL0157863,2025-12-20,Changed Mind,New,194.06,4.69,8.41,Resell
R0018837,OL0157866,2026-01-20,Other,Opened,163.21,5.32,8.32,Write-off
R0018838,OL0157867,2026-01-12,Wrong Size,Opened,45.4,3.54,7.19,Write-off
R0018839,OL0157878,2025-12-19,Defective,New,361.37,8.69,1.47,Resell
R0018840,OL0157885,2025-12-30,Defective,New,86.73,1.51,2.42,Resell
R0018841,OL0157894,2025-12-16,Late Delivery,New,232.2,6.26,5.95,Resell
R0018842,OL0157907,2025-12-23,Other,New,92.16,6.98,8.99,Resell
R0018843,OL0157913,2025-12-21,Defective,New,67.28,9.0,9.23,Resell
R0018844,OL0157914,2025-12-01,Other,New,356.27,4.14,9.15,Resell
R0018845,OL0157921,2025-11-30,Wrong Size,New,29.11,0.36,2.7,Resell
R0018846,OL0157933,2025-12-06,Changed Mind,New,135.48,0.08,3.04,Resell
R0018847,OL0157951,2025-12-13,Other,Opened,607.67,5.44,0.21,Write-off
R0018848,OL0157957,2025-12-19,Wrong Size,Opened,228.08,0.13,6.75,Write-off
R0018849,OL0157960,2025-12-26,Changed Mind,Opened,976.87,7.08,7.52,Write-off
R0018850,OL0157961,2025-12-22,Late Delivery,New,172.58,0.69,7.57,Resell
R0018851,OL0157984,2026-01-16,Other,New,656.62,7.25,2.06,Resell
R0018852,OL0157986,2026-01-15,Changed Mind,New,169.67,8.9,4.38,Resell
R0018853,OL0158010,2026-01-20,Other,New,268.83,6.3,7.29,Resell
R0018854,OL0158014,2025-12-23,Other,Damaged,277.32,0.16,3.05,Write-off
R0018855,OL0158033,2025-12-28,Wrong Size,New,233.47,9.93,5.16,Resell
R0018856,OL0158064,2025-12-24,Other,Opened,125.28,8.54,2.76,Write-off
R0018857,OL0158067,2025-12-20,Late Delivery,New,94.34,8.36,7.47,Resell
R0018858,OL0158068,2025-12-13,Changed Mind,New,176.49,6.35,6.16,Resell
R0018859,OL0158070,2025-12-18,Changed Mind,Damaged,558.25,4.13,4.06,Write-off
R0018860,OL0158075,2025-12-19,Other,New,234.18,6.04,0.76,Resell
R0018861,OL0158079,2025-11-23,Changed Mind,Opened,178.92,9.35,7.26,Write-off
R0018862,OL0158084,2025-12-05,Wrong Size,New,22.22,1.35,1.44,Resell
R0018863,OL0158086,2025-11-29,Late Delivery,Opened,537.12,3.12,3.91,Write-off
R0018864,OL0158106,2025-12-13,Wrong Size,Opened,468.47,9.69,4.6,Write-off
R0018865,OL0158136,2026-01-07,Other,Opened,218.12,9.64,9.26,Write-off
R0018866,OL0158137,2026-01-06,Wrong Size,New,426.27,1.47,8.04,Resell
R0018867,OL0158142,2025-12-15,Other,Opened,205.82,2.14,8.09,Write-off
R0018868,OL0158143,2025-12-07,Changed Mind,Damaged,124.83,6.72,6.4,Write-off
R0018869,OL0158153,2026-01-30,Late Delivery,New,329.48,0.18,8.84,Resell
R0018870,OL0158163,2025-12-23,Late Delivery,New,0.0,6.42,5.03,Resell
R0018871,OL0158180,2026-01-17,Other,Opened,107.29,6.14,6.66,Write-off
R0018872,OL0158219,2025-12-04,Defective,New,267.28,1.8,8.94,Resell
R0018873,OL0158221,2025-12-12,Wrong Size,New,577.97,5.34,2.96,Resell
R0018874,OL0158224,2025-11-26,Late Delivery,Opened,204.06,1.58,3.3,Write-off
R0018875,OL0158229,2026-01-07,Changed Mind,Opened,507.67,1.39,8.22,Write-off
R0018876,OL0158236,2026-01-07,Defective,Opened,34.22,7.9,2.69,Write-off
R0018877,OL0158248,2025-12-26,Wrong Size,New,220.62,9.88,6.61,Resell
R0018878,OL0158262,2026-01-02,Changed Mind,New,235.19,8.68,9.18,Resell
R0018879,OL0158267,2026-01-02,Wrong Size,New,85.17,6.52,9.67,Resell
R0018880,OL0158269,2025-12-04,Changed Mind,New,210.96,9.84,6.15,Resell
R0018881,OL0158273,2026-01-04,Wrong Size,New,133.16,4.61,0.54,Resell
R0018882,OL0158286,2025-12-18,Wrong Size,New,150.34,8.27,0.73,Resell
R0018883,OL0158289,2026-01-10,Changed Mind,Opened,282.73,7.63,7.26,Write-off
R0018884,OL0158306,2026-01-17,Other,New,37.53,0.63,4.23,Resell
R0018885,OL0158307,2026-01-25,Other,New,180.71,4.39,5.65,Resell
R0018886,OL0158311,2025-11-27,Wrong Size,New,228.75,3.98,8.99,Resell
R0018887,OL0158323,2026-01-10,Other,Opened,140.01,7.57,9.05,Write-off
R0018888,OL0158325,2026-01-09,Late Delivery,Opened,211.09,9.11,8.21,Write-off
R0018889,OL0158329,2025-12-03,Wrong Size,New,131.29,8.05,9.37,Resell
R0018890,OL0158332,2025-12-17,Changed Mind,New,221.77,5.69,7.86,Resell
R0018891,OL0158333,2025-11-25,Wrong Size,New,222.16,8.38,4.23,Resell
R0018892,OL0158347,2026-01-06,Wrong Size,New,411.84,1.26,2.66,Resell
R0018893,OL0158350,2025-12-30,Late Delivery,Opened,295.42,8.6,8.36,Write-off
R0018894,OL0158356,2025-12-16,Wrong Size,New,199.19,5.47,7.82,Resell
R0018895,OL0158366,2025-12-27,Defective,New,92.09,2.06,7.84,Resell
R0018896,OL0158373,2025-12-29,Defective,New,42.61,5.77,0.07,Resell
R0018897,OL0158383,2025-12-22,Wrong Size,New,352.44,7.98,8.4,Resell
R0018898,OL0158398,2025-12-22,Changed Mind,New,579.24,8.95,6.78,Resell
R0018899,OL0158412,2025-12-12,Late Delivery,New,48.18,0.45,0.09,Resell
R0018900,OL0158423,2025-12-30,Wrong Size,New,192.18,9.47,7.75,Resell
R0018901,OL0158428,2026-01-14,Wrong Size,New,27.98,4.57,3.61,Resell
R0018902,OL0158435,2025-12-08,Defective,Opened,214.85,0.32,9.75,Write-off
R0018903,OL0158436,2026-01-15,Changed Mind,Damaged,216.06,2.97,8.77,Write-off
R0018904,OL0158450,2026-01-05,Wrong Size,Opened,471.22,3.28,6.96,Write-off
R0018905,OL0158452,2026-01-25,Changed Mind,New,125.03,9.47,2.21,Resell
R0018906,OL0158462,2025-12-31,Wrong Size,Opened,222.85,6.44,9.26,Write-off
R0018907,OL0158465,2025-12-31,Wrong Size,New,29.44,4.12,3.93,Resell
R0018908,OL0158473,2025-12-29,Late Delivery,New,224.72,2.98,6.75,Resell
R0018909,OL0158475,2025-12-31,Wrong Size,New,245.41,1.67,4.24,Resell
R0018910,OL0158476,2025-12-06,Other,New,323.97,5.91,0.76,Resell
R0018911,OL0158477,2025-12-07,Late Delivery,Opened,70.73,0.59,9.85,Write-off
R0018912,OL0158482,2025-12-16,Late Delivery,New,371.13,2.27,5.27,Resell
R0018913,OL0158485,2025-12-20,Wrong Size,New,441.38,9.49,7.4,Resell
R0018914,OL0158498,2026-01-16,Late Delivery,New,321.64,5.72,5.88,Resell
R0018915,OL0158499,2026-01-10,Changed Mind,New,202.2,0.38,7.27,Resell
R0018916,OL0158512,2026-01-23,Late Delivery,New,730.29,6.58,1.12,Resell
R0018917,OL0158516,2026-01-08,Wrong Size,New,35.94,5.08,3.02,Resell
R0018918,OL0158523,2025-12-31,Wrong Size,Opened,83.61,0.37,3.3,Write-off
R0018919,OL0158533,2025-12-27,Changed Mind,New,213.14,7.08,4.73,Resell
R0018920,OL0158543,2026-01-04,Wrong Size,New,78.75,9.86,0.29,Resell
R0018921,OL0158557,2025-12-13,Late Delivery,Opened,6.21,4.57,6.54,Write-off
R0018922,OL0158558,2025-12-17,Late Delivery,New,175.42,3.67,3.0,Resell
R0018923,OL0158561,2025-12-07,Late Delivery,Opened,401.53,9.7,8.57,Write-off
R0018924,OL0158575,2025-12-31,Late Delivery,Opened,143.88,9.04,2.24,Write-off
R0018925,OL0158585,2026-01-11,Changed Mind,Opened,163.31,7.49,6.19,Write-off
R0018926,OL0158596,2026-01-09,Defective,New,104.34,9.71,8.08,Resell
R0018927,OL0158597,2026-01-15,Wrong Size,New,847.99,1.91,9.31,Resell
R0018928,OL0158601,2025-12-05,Defective,New,123.08,3.21,4.22,Resell
R0018929,OL0158607,2025-12-19,Late Delivery,New,358.94,8.7,8.93,Resell
R0018930,OL0158608,2025-12-18,Wrong Size,New,19.51,8.29,6.41,Resell
R0018931,OL0158612,2025-12-15,Other,New,24.83,7.66,3.03,Resell
R0018932,OL0158617,2026-01-04,Late Delivery,Opened,246.62,1.58,3.03,Write-off
R0018933,OL0158620,2026-01-10,Wrong Size,New,449.35,6.08,2.92,Resell
R0018934,OL0158621,2026-01-16,Other,Opened,56.0,2.14,8.98,Write-off
R0018935,OL0158622,2025-12-09,Defective,New,125.07,4.81,5.01,Resell
R0018936,OL0158638,2026-01-18,Late Delivery,Opened,62.51,6.4,5.99,Write-off
R0018937,OL0158640,2025-12-24,Changed Mind,Opened,118.57,2.31,3.25,Write-off
R0018938,OL0158643,2026-01-03,Wrong Size,New,111.81,1.43,6.86,Resell
R0018939,OL0158644,2025-12-19,Wrong Size,Damaged,279.85,5.93,1.38,Write-off
R0018940,OL0158646,2026-01-03,Defective,New,14.35,7.1,4.96,Resell
R0018941,OL0158649,2025-12-25,Wrong Size,New,181.96,7.67,5.02,Resell
R0018942,OL0158657,2025-12-26,Wrong Size,New,254.37,2.33,7.11,Resell
R0018943,OL0158670,2026-01-21,Wrong Size,Opened,4.34,1.26,1.47,Write-off
R0018944,OL0158675,2025-12-19,Late Delivery,New,214.4,1.92,0.11,Resell
R0018945,OL0158680,2025-12-02,Late Delivery,New,562.01,1.4,8.24,Resell
R0018946,OL0158683,2026-01-12,Wrong Size,New,163.12,3.48,9.03,Resell
R0018947,OL0158687,2025-12-29,Other,New,470.9,7.02,3.45,Resell
R0018948,OL0158688,2025-12-26,Wrong Size,New,154.07,0.32,2.45,Resell
R0018949,OL0158710,2025-12-07,Wrong Size,Opened,151.74,1.71,2.14,Write-off
R0018950,OL0158719,2025-12-22,Defective,New,353.17,2.0,8.4,Resell
R0018951,OL0158723,2025-12-07,Late Delivery,New,358.84,6.3,6.48,Resell
R0018952,OL0158724,2026-01-02,Defective,New,120.09,8.12,5.29,Resell
R0018953,OL0158727,2025-12-27,Other,Damaged,250.27,3.54,1.06,Write-off
R0018954,OL0158734,2026-01-20,Changed Mind,Opened,189.53,1.17,8.65,Write-off
R0018955,OL0158744,2025-12-04,Wrong Size,Opened,397.32,9.62,7.07,Write-off
R0018956,OL0158753,2025-12-13,Wrong Size,New,196.69,8.87,5.36,Resell
R0018957,OL0158774,2026-01-21,Changed Mind,Damaged,227.8,0.22,0.36,Write-off
R0018958,OL0158775,2026-01-20,Late Delivery,Opened,160.49,9.93,1.58,Write-off
R0018959,OL0158784,2025-11-27,Wrong Size,New,50.33,6.66,1.09,Resell
R0018960,OL0158793,2025-12-24,Late Delivery,New,151.02,0.86,1.18,Resell
R0018961,OL0158797,2026-01-01,Changed Mind,Damaged,117.42,0.52,7.04,Write-off
R0018962,OL0158815,2025-12-25,Defective,Opened,155.87,1.07,2.5,Write-off
R0018963,OL0158817,2025-12-17,Wrong Size,New,541.59,5.18,9.32,Resell
R0018964,OL0158848,2026-01-01,Defective,New,110.64,5.78,1.07,Resell
R0018965,OL0158853,2026-01-18,Changed Mind,New,188.08,3.0,0.43,Resell
R0018966,OL0158855,2026-01-08,Wrong Size,Opened,726.27,3.23,3.56,Write-off
R0018967,OL0158857,2025-12-11,Changed Mind,Opened,164.35,8.14,7.51,Write-off
R0018968,OL0158860,2025-12-29,Wrong Size,New,216.09,4.21,4.91,Resell
R0018969,OL0158873,2025-12-13,Defective,New,202.63,7.07,6.29,Resell
R0018970,OL0158898,2025-12-10,Changed Mind,Opened,156.15,8.89,8.51,Write-off
R0018971,OL0158906,2026-01-06,Late Delivery,New,226.39,1.48,8.38,Resell
R0018972,OL0158911,2025-11-23,Late Delivery,New,157.72,5.72,3.61,Resell
R0018973,OL0158928,2026-01-04,Wrong Size,New,220.24,2.77,9.26,Resell
R0018974,OL0158930,2026-01-18,Defective,New,20.35,5.78,7.07,Resell
R0018975,OL0158931,2025-12-31,Defective,Damaged,22.14,8.79,0.38,Write-off
R0018976,OL0158936,2026-01-19,Other,Opened,680.58,3.12,3.7,Write-off
R0018977,OL0158946,2026-01-08,Defective,New,308.83,0.84,8.86,Resell
R0018978,OL0158974,2026-01-18,Changed Mind,New,76.75,5.27,8.49,Resell
R0018979,OL0158986,2026-01-25,Wrong Size,New,393.79,1.78,2.51,Resell
R0018980,OL0158989,2025-11-21,Defective,Damaged,534.55,0.76,7.13,Write-off
R0018981,OL0158991,2025-12-27,Wrong Size,New,87.33,5.34,5.11,Resell
