ProductID,Category,Subcategory,StandardCost,MSRP,Vendor,SeasonalityTag
P003034,Toys,Board Games,95.06,141.72,VendorC,Giftable
P003035,Jewelry,Necklace,8.39,14.75,VendorB,Winter
P003036,Books,Non-Fiction,81.27,148.04,VendorD,Winter
P003037,Footwear,Boots,146.99,278.39,VendorE,Giftable
P003038,Grocery,Snacks,12.82,18.9,VendorC,Evergreen
P003039,Books,Fiction,95.86,163.25,VendorD,Evergreen
P003040,Beauty,Skincare,147.05,253.22,VendorD,Giftable
P003041,Electronics,Gaming,181.47,277.44,VendorE,Giftable
P003042,Sports,Fitness,190.79,300.4,VendorD,Giftable
P003043,Apparel,Socks,101.84,203.08,VendorD,Giftable
P003044,Books,Fiction,64.71,88.52,VendorA,Giftable
P003045,Electronics,Smart Home,8.29,12.69,VendorC,Giftable
P003046,Beauty,Fragrance,60.39,108.91,VendorB,Giftable
P003047,Grocery,Snacks,53.38,69.76,VendorB,Evergreen
P003048,Grocery,Chocolate,26.42,51.03,VendorC,Winter
P003049,Toys,Board Games,68.84,134.68,VendorE,Giftable
P003050,Electronics,Smart Home,26.92,50.3,VendorD,Evergreen
P003051,Electronics,Headphones,112.66,219.89,VendorB,Giftable
P003052,Apparel,Sweaters,85.46,150.12,VendorC,Giftable
P003053,Home,Bedding,136.94,259.72,VendorE,Giftable
P003054,Jewelry,Necklace,58.13,89.76,VendorD,Giftable
P003055,Footwear,Slippers,162.37,218.03,VendorA,Winter
P003056,Books,Fiction,70.3,127.76,VendorC,Winter
P003057,Beauty,Skincare,56.32,109.83,VendorB,Evergreen
P003058,Jewelry,Earrings,56.5,111.53,VendorC,Evergreen
P003059,Home,Decor,131.64,182.92,VendorC,Giftable
P003060,Beauty,Skincare,83.07,133.94,VendorB,Giftable
P003061,Home,Decor,144.88,278.35,VendorA,Giftable
P003062,Home,Kitchen,158.58,207.74,VendorE,Giftable
P003063,Beauty,Fragrance,26.72,51.74,VendorE,Giftable
P003064,Home,Kitchen,137.5,233.56,VendorE,Winter
P003065,Footwear,Boots,147.13,249.98,VendorB,Winter
P003066,Home,Kitchen,70.98,97.66,VendorE,Evergreen
P003067,Books,Non-Fiction,81.7,160.48,VendorB,Giftable
P003068,Electronics,Headphones,181.95,236.82,VendorD,Giftable
P003069,Apparel,Outerwear,128.46,174.91,VendorB,Evergreen
P003070,Beauty,Fragrance,162.2,241.43,VendorB,Giftable
P003071,Sports,Cycling,146.15,227.52,VendorD,Giftable
P003072,Electronics,Headphones,196.11,255.88,VendorA,Giftable
P003073,Grocery,Chocolate,87.75,149.74,VendorC,Giftable
P003074,Electronics,Gaming,146.02,242.42,VendorA,Giftable
P003075,Electronics,Headphones,59.81,103.98,VendorB,Winter
P003076,Beauty,Fragrance,132.41,224.16,VendorC,Evergreen
P003077,Jewelry,Bracelet,122.41,159.54,VendorA,Giftable
P003078,Home,Kitchen,13.33,18.29,VendorC,Evergreen
P003079,Toys,Action Figures,192.41,377.67,VendorA,Giftable
P003080,Footwear,Boots,69.93,112.74,VendorA,Giftable
P003081,Sports,Outdoor,185.66,353.33,VendorC,Giftable
P003082,Grocery,Snacks,128.78,235.97,VendorC,Giftable
P003083,Home,Bedding,27.02,38.01,VendorA,Winter
P003084,Footwear,Slippers,88.66,137.14,VendorE,Evergreen
P003085,Sports,Fitness,86.21,146.35,VendorA,Giftable
P003086,Books,Fiction,104.0,182.85,VendorA,Evergreen
P003087,Toys,Action Figures,112.29,183.71,VendorC,Evergreen
P003088,Electronics,Smart Home,193.72,367.43,VendorC,Giftable
P003089,Apparel,Socks,89.0,132.38,VendorD,Giftable
P003090,Toys,Puzzles,97.77,148.61,VendorB,Winter
P003091,Books,Non-Fiction,190.45,330.07,VendorD,Giftable
P003092,Toys,Board Games,55.18,86.63,VendorC,Evergreen
P003093,Electronics,Smart Home,143.55,261.04,VendorB,Evergreen
P003094,Sports,Outdoor,182.67,359.91,VendorE,Giftable
P003095,Home,Decor,37.98,50.9,VendorB,Giftable
P003096,Books,Children,55.6,98.81,VendorB,Giftable
P003097,Sports,Outdoor,172.6,292.47,VendorA,Evergreen
P003098,Home,Bedding,198.57,392.92,VendorB,Evergreen
P003099,Toys,Puzzles,101.82,140.84,VendorB,Giftable
P003100,Beauty,Cosmetics,139.58,205.07,VendorC,Giftable
P003101,Apparel,Sweaters,187.12,290.85,VendorA,Winter
P003102,Jewelry,Necklace,112.0,149.78,VendorC,Giftable
P003103,Toys,Action Figures,43.0,77.83,VendorD,Giftable
P003104,Jewelry,Earrings,110.14,200.82,VendorC,Giftable
P003105,Books,Non-Fiction,175.95,339.72,VendorA,Giftable
P003106,Grocery,Coffee,29.21,49.53,VendorC,Evergreen
P003107,Grocery,Chocolate,141.23,248.17,VendorE,Winter
P003108,Beauty,Skincare,144.09,190.61,VendorC,Winter
P003109,Electronics,Smart Home,70.12,91.85,VendorE,Winter
P003110,Jewelry,Earrings,8.33,12.27,VendorB,Winter
P003111,Electronics,Headphones,132.88,249.16,VendorD,Evergreen
P003112,Home,Decor,192.61,301.05,VendorB,Giftable
P003113,Beauty,Cosmetics,186.29,311.84,VendorA,Giftable
P003114,Jewelry,Earrings,102.57,137.32,VendorA,Giftable
P003115,Home,Bedding,90.35,129.04,VendorD,Winter
P003116,Beauty,Fragrance,30.83,46.56,VendorC,Giftable
P003117,Home,Bedding,146.82,202.91,VendorB,Giftable
P003118,Home,Decor,123.75,246.98,VendorD,Winter
P003119,Electronics,Headphones,32.45,57.64,VendorC,Evergreen
P003120,Apparel,Outerwear,16.92,23.08,VendorA,Evergreen
P003121,Electronics,Gaming,184.09,244.04,VendorB,Evergreen
P003122,Grocery,Snacks,85.1,129.4,VendorD,Winter
P003123,Footwear,Slippers,196.92,339.71,VendorC,Giftable
P003124,Books,Children,5.87,9.48,VendorA,Winter
P003125,Sports,Fitness,35.45,53.34,VendorD,Giftable
P003126,Jewelry,Bracelet,76.91,114.25,VendorB,Evergreen
P003127,Electronics,Headphones,144.01,201.26,VendorB,Giftable
P003128,Sports,Outdoor,36.58,69.63,VendorE,Giftable
P003129,Jewelry,Bracelet,59.89,109.03,VendorB,Giftable
P003130,Home,Bedding,104.99,178.19,VendorD,Giftable
P003131,Electronics,Gaming,162.06,308.69,VendorA,Giftable
P003132,Home,Bedding,150.31,210.42,VendorE,Evergreen
P003133,Books,Fiction,33.63,58.57,VendorA,Evergreen
P003134,Apparel,Socks,88.13,149.55,VendorB,Giftable
P003135,Sports,Outdoor,77.03,133.39,VendorC,Giftable
P003136,Home,Kitchen,110.78,194.28,VendorC,Giftable
P003137,Toys,Board Games,9.84,14.94,VendorE,Winter
P003138,Sports,Fitness,39.97,77.57,VendorB,Winter
P003139,Beauty,Cosmetics,29.57,40.2,VendorE,Giftable
P003140,Beauty,Skincare,58.71,96.63,VendorE,Giftable
P003141,Home,Bedding,77.14,113.52,VendorE,Giftable
P003142,Apparel,Sweaters,159.9,235.81,VendorE,Giftable
P003143,Jewelry,Earrings,148.57,284.96,VendorB,Evergreen
P003144,Beauty,Cosmetics,62.46,116.98,VendorD,Evergreen
P003145,Electronics,Headphones,149.65,265.7,VendorE,Giftable
P003146,Home,Bedding,126.35,164.74,VendorD,Winter
P003147,Jewelry,Earrings,52.2,86.63,VendorB,Evergreen
P003148,Sports,Outdoor,163.74,270.28,VendorB,Giftable
P003149,Books,Non-Fiction,168.3,333.77,VendorE,Evergreen
P003150,Electronics,Gaming,42.2,67.36,VendorE,Giftable
P003151,Electronics,Headphones,52.72,84.63,VendorD,Giftable
P003152,Books,Children,91.84,148.13,VendorD,Winter
P003153,Beauty,Fragrance,27.13,54.11,VendorA,Giftable
P003154,Jewelry,Bracelet,82.84,129.82,VendorD,Evergreen
P003155,Books,Fiction,97.14,188.74,VendorB,Giftable
P003156,Beauty,Skincare,16.08,21.78,VendorE,Giftable
P003157,Footwear,Slippers,133.85,209.36,VendorB,Giftable
P003158,Home,Bedding,37.31,51.03,VendorD,Giftable
P003159,Home,Kitchen,29.9,57.78,VendorC,Giftable
P003160,Beauty,Fragrance,51.37,71.29,VendorC,Evergreen
P003161,Footwear,Sneakers,26.51,46.14,VendorA,Evergreen
P003162,Electronics,Headphones,147.11,240.32,VendorE,Winter
P003163,Electronics,Gaming,198.53,326.16,VendorE,Winter
P003164,Grocery,Snacks,39.63,72.59,VendorC,Winter
P003165,Electronics,Headphones,190.13,326.67,VendorC,Evergreen
P003166,Sports,Outdoor,72.05,93.94,VendorE,Evergreen
P003167,Beauty,Skincare,81.8,126.82,VendorB,Giftable
P003168,Toys,Puzzles,178.19,339.9,VendorC,Giftable
P003169,Footwear,Sneakers,92.64,155.76,VendorA,Winter
P003170,Apparel,Sweaters,89.85,126.14,VendorD,Winter
P003171,Electronics,Gaming,96.81,165.79,VendorD,Winter
P003172,Home,Kitchen,64.5,114.46,VendorD,Giftable
P003173,Jewelry,Necklace,44.6,63.01,VendorE,Giftable
P003174,Electronics,Headphones,69.15,125.53,VendorA,Winter
P003175,Toys,Board Games,180.07,355.24,VendorC,Giftable
P003176,Beauty,Skincare,47.9,84.1,VendorB,Giftable
P003177,Toys,Action Figures,192.57,269.16,VendorE,Giftable
P003178,Electronics,Smart Home,49.34,81.45,VendorE,Winter
P003179,Apparel,Socks,83.53,138.47,VendorA,Giftable
P003180,Sports,Fitness,54.51,77.72,VendorE,Evergreen
P003181,Grocery,Chocolate,135.71,217.96,VendorD,Winter
P003182,Grocery,Chocolate,93.61,174.42,VendorA,Winter
P003183,Jewelry,Bracelet,46.4,91.55,VendorC,Evergreen
P003184,Electronics,Smart Home,120.53,240.7,VendorB,Giftable
P003185,Footwear,Sneakers,13.57,22.97,VendorD,Evergreen
P003186,Sports,Fitness,87.32,135.36,VendorE,Evergreen
P003187,Beauty,Fragrance,118.48,206.52,VendorB,Evergreen
P003188,Beauty,Fragrance,36.72,63.54,VendorC,Winter
P003189,Jewelry,Earrings,96.77,128.51,VendorD,Evergreen
P003190,Home,Kitchen,31.81,49.09,VendorA,Giftable
P003191,Apparel,Sweaters,103.28,142.84,VendorD,Giftable
P003192,Books,Fiction,167.86,263.85,VendorB,Evergreen
P003193,Grocery,Chocolate,138.76,215.42,VendorB,Evergreen
P003194,Books,Non-Fiction,199.41,290.46,VendorC,Winter
P003195,Grocery,Coffee,21.33,31.43,VendorC,Giftable
P003196,Home,Kitchen,78.04,131.13,VendorC,Giftable
P003197,Electronics,Headphones,117.25,162.87,VendorE,Evergreen
P003198,Apparel,Outerwear,112.01,155.36,VendorE,Giftable
P003199,Books,Fiction,95.21,142.87,VendorB,Giftable
P003200,Electronics,Smart Home,153.56,290.52,VendorE,Winter
P003201,Home,Decor,80.42,137.01,VendorE,Giftable
P003202,Jewelry,Earrings,107.06,184.06,VendorA,Giftable
P003203,Books,Fiction,90.18,170.13,VendorA,Evergreen
P003204,Beauty,Cosmetics,162.55,222.99,VendorC,Giftable
P003205,Sports,Outdoor,52.63,91.84,VendorE,Giftable
P003206,Home,Bedding,167.68,237.93,VendorE,Giftable
P003207,Home,Bedding,61.34,112.38,VendorD,Evergreen
P003208,Toys,Puzzles,38.39,53.84,VendorA,Evergreen
P003209,Books,Fiction,156.99,263.74,VendorE,Giftable
P003210,Sports,Fitness,116.93,176.2,VendorD,Evergreen
P003211,Electronics,Headphones,84.17,165.72,VendorA,Giftable
P003212,Home,Bedding,107.29,167.04,VendorD,Giftable
P003213,Jewelry,Bracelet,43.96,67.66,VendorC,Giftable
P003214,Home,Bedding,23.03,31.66,VendorA,Giftable
P003215,Beauty,Cosmetics,90.64,157.16,VendorC,Giftable
P003216,Electronics,Headphones,17.16,31.97,VendorC,Giftable
P003217,Jewelry,Bracelet,13.44,24.34,VendorE,Winter
P003218,Toys,Action Figures,101.21,157.74,VendorD,Giftable
P003219,Books,Children,63.16,88.7,VendorB,Giftable
P003220,Jewelry,Bracelet,63.94,114.87,VendorE,Giftable
P003221,Apparel,Sweaters,54.97,108.79,VendorE,Winter
P003222,Sports,Cycling,159.81,254.87,VendorA,Winter
P003223,Home,Kitchen,45.88,78.18,VendorE,Giftable
P003224,Electronics,Gaming,164.66,268.12,VendorC,Evergreen
P003225,Sports,Fitness,78.56,122.99,VendorA,Giftable
P003226,Home,Decor,118.45,164.06,VendorA,Giftable
P003227,Beauty,Skincare,55.53,93.57,VendorD,Giftable
P003228,Sports,Outdoor,141.71,217.95,VendorB,Giftable
P003229,Electronics,Gaming,15.37,25.54,VendorA,Giftable
P003230,Grocery,Coffee,193.25,349.57,VendorD,Evergreen
P003231,Beauty,Fragrance,160.84,226.21,VendorB,Winter
P003232,Beauty,Fragrance,165.25,301.18,VendorE,Evergreen
P003233,Toys,Action Figures,9.74,19.07,VendorD,Evergreen
P003234,Sports,Fitness,94.71,176.71,VendorB,Evergreen
P003235,Sports,Fitness,53.73,78.55,VendorD,Giftable
P003236,Electronics,Headphones,175.32,295.53,VendorB,Evergreen
P003237,Electronics,Smart Home,71.75,131.51,VendorC,Giftable
P003238,Sports,Fitness,190.27,322.42,VendorD,Giftable
P003239,Books,Fiction,85.25,141.34,VendorD,Evergreen
P003240,Toys,Board Games,196.96,378.29,VendorE,Giftable
P003241,Grocery,Chocolate,182.04,295.31,VendorC,Giftable
P003242,Beauty,Fragrance,89.54,174.16,VendorA,Giftable
P003243,Home,Kitchen,45.21,72.63,VendorE,Giftable
P003244,Home,Bedding,60.53,93.58,VendorB,Winter
P003245,Footwear,Sneakers,56.09,111.57,VendorB,Evergreen
P003246,Sports,Cycling,141.31,247.47,VendorA,Winter
P003247,Books,Non-Fiction,186.48,304.15,VendorA,Giftable
P003248,Grocery,Chocolate,98.98,171.59,VendorC,Winter
P003249,Apparel,Outerwear,36.46,59.8,VendorA,Giftable
P003250,Apparel,Socks,11.08,14.8,VendorB,Giftable
P003251,Grocery,Coffee,143.18,245.98,VendorE,Giftable
P003252,Toys,Action Figures,77.19,108.25,VendorE,Giftable
P003253,Toys,Action Figures,34.69,59.01,VendorE,Winter
P003254,Footwear,Sneakers,57.41,84.43,VendorE,Evergreen
P003255,Grocery,Chocolate,19.08,34.12,VendorC,Winter
P003256,Beauty,Fragrance,187.81,362.55,VendorA,Giftable
P003257,Toys,Puzzles,143.23,273.7,VendorB,Giftable
P003258,Apparel,Socks,163.97,221.27,VendorA,Giftable
P003259,Footwear,Boots,118.97,180.22,VendorD,Evergreen
P003260,Apparel,Outerwear,165.42,275.81,VendorB,Giftable
P003261,Beauty,Skincare,12.1,17.77,VendorD,Giftable
P003262,Grocery,Chocolate,120.27,196.63,VendorD,Evergreen
P003263,Home,Decor,93.81,165.53,VendorA,Giftable
P003264,Toys,Puzzles,172.26,280.34,VendorD,Winter
P003265,Apparel,Outerwear,61.81,112.94,VendorD,Giftable
P003266,Grocery,Snacks,91.23,169.95,VendorC,Giftable
P003267,Footwear,Boots,150.79,234.53,VendorA,Giftable
P003268,Electronics,Smart Home,126.22,205.29,VendorA,Giftable
P003269,Home,Decor,166.61,313.26,VendorC,Giftable
P003270,Beauty,Skincare,75.39,117.64,VendorA,Evergreen
P003271,Footwear,Sneakers,182.79,272.54,VendorC,Giftable
P003272,Sports,Fitness,78.99,156.17,VendorE,Giftable
P003273,Apparel,Outerwear,183.55,347.9,VendorB,Evergreen
P003274,Jewelry,Necklace,191.16,323.03,VendorB,Giftable
P003275,Books,Children,5.03,7.02,VendorC,Giftable
P003276,Grocery,Snacks,140.65,205.13,VendorA,Winter
P003277,Beauty,Fragrance,31.82,44.24,VendorA,Winter
P003278,Jewelry,Earrings,169.53,311.67,VendorD,Giftable
P003279,Apparel,Socks,85.69,133.58,VendorE,Giftable
P003280,Home,Bedding,78.71,148.57,VendorA,Winter
P003281,Grocery,Coffee,163.7,267.02,VendorE,Evergreen
P003282,Apparel,Socks,59.96,84.77,VendorC,Evergreen
P003283,Toys,Action Figures,135.31,203.87,VendorC,Giftable
P003284,Beauty,Fragrance,103.35,167.93,VendorC,Winter
P003285,Sports,Cycling,128.01,182.38,VendorC,Winter
P003286,Toys,Board Games,162.39,237.84,VendorE,Giftable
P003287,Grocery,Snacks,69.24,117.46,VendorD,Evergreen
P003288,Electronics,Headphones,65.44,126.32,VendorD,Evergreen
P003289,Sports,Outdoor,106.97,140.81,VendorA,Evergreen
P003290,Electronics,Smart Home,25.29,41.24,VendorB,Giftable
P003291,Beauty,Cosmetics,124.51,236.69,VendorC,Giftable
P003292,Grocery,Snacks,102.25,145.06,VendorC,Giftable
P003293,Books,Children,182.7,260.36,VendorD,Evergreen
P003294,Apparel,Outerwear,118.6,184.59,VendorD,Giftable
P003295,Beauty,Skincare,142.02,220.19,VendorD,Evergreen
P003296,Electronics,Gaming,126.89,219.33,VendorC,Giftable
P003297,Books,Children,52.62,92.6,VendorD,Winter
P003298,Home,Decor,172.33,342.69,VendorE,Giftable
P003299,Toys,Action Figures,137.38,182.7,VendorA,Evergreen
P003300,Electronics,Gaming,29.48,49.96,VendorD,Giftable
P003301,Sports,Fitness,13.51,17.69,VendorE,Giftable
P003302,Apparel,Sweaters,198.22,259.66,VendorC,Winter
P003303,Sports,Fitness,82.95,159.84,VendorC,Winter
P003304,Home,Kitchen,38.47,72.1,VendorD,Winter
P003305,Footwear,Sneakers,46.4,87.99,VendorE,Giftable
P003306,Books,Children,136.52,179.67,VendorA,Giftable
P003307,Electronics,Headphones,18.13,31.94,VendorB,Evergreen
P003308,Footwear,Slippers,141.7,204.29,VendorB,Evergreen
P003309,Footwear,Boots,31.82,58.89,VendorA,Giftable
P003310,Sports,Fitness,75.03,143.05,VendorA,Giftable
P003311,Beauty,Skincare,58.56,88.77,VendorD,Evergreen
P003312,Jewelry,Bracelet,170.3,326.04,VendorD,Winter
P003313,Sports,Fitness,160.17,213.26,VendorC,Evergreen
P003314,Sports,Outdoor,114.9,183.27,VendorC,Giftable
P003315,Grocery,Chocolate,107.28,165.87,VendorE,Evergreen
P003316,Footwear,Boots,170.08,222.5,VendorD,Giftable
P003317,Home,Kitchen,30.02,46.17,VendorA,Evergreen
P003318,Grocery,Coffee,142.31,239.86,VendorC,Winter
P003319,Toys,Board Games,55.51,86.6,VendorC,Giftable
P003320,Jewelry,Earrings,153.87,264.04,VendorE,Giftable
P003321,Sports,Fitness,141.05,275.91,VendorB,Evergreen
P003322,Sports,Outdoor,16.61,29.08,VendorA,Giftable
P003323,Footwear,Sneakers,64.07,122.68,VendorC,Giftable
P003324,Beauty,Skincare,54.55,81.14,VendorE,Evergreen
P003325,Grocery,Coffee,116.32,152.69,VendorB,Giftable
P003326,Jewelry,Bracelet,5.61,10.46,VendorC,Giftable
P003327,Electronics,Smart Home,35.17,56.94,VendorB,Giftable
P003328,Footwear,Boots,99.08,186.39,VendorD,Winter
P003329,Apparel,Sweaters,135.65,193.43,VendorD,Giftable
P003330,Toys,Action Figures,42.16,58.91,VendorE,Giftable
P003331,Books,Children,17.35,26.45,VendorE,Giftable
P003332,Grocery,Chocolate,173.51,228.84,VendorD,Evergreen
P003333,Sports,Cycling,151.47,243.92,VendorB,Winter
P003334,Books,Non-Fiction,57.78,93.44,VendorD,Evergreen
P003335,Books,Children,117.81,159.69,VendorC,Winter
P003336,Apparel,Socks,190.86,355.03,VendorE,Evergreen
P003337,Toys,Puzzles,33.82,48.56,VendorE,Winter
P003338,Grocery,Coffee,99.37,145.31,VendorD,Giftable
P003339,Toys,Board Games,176.53,351.17,VendorA,Winter
P003340,Electronics,Gaming,185.87,355.02,VendorD,Giftable
P003341,Jewelry,Bracelet,138.94,239.09,VendorC,Giftable
P003342,Sports,Cycling,43.12,61.18,VendorC,Evergreen
P003343,Apparel,Outerwear,58.58,77.26,VendorE,Winter
P003344,Books,Children,60.31,108.83,VendorD,Giftable
P003345,Apparel,Socks,154.19,280.68,VendorC,Giftable
P003346,Home,Decor,154.63,300.47,VendorE,Winter
P003347,Jewelry,Earrings,129.98,236.08,VendorB,Giftable
P003348,Grocery,Coffee,138.08,241.83,VendorE,Giftable
P003349,Toys,Board Games,182.15,242.53,VendorA,Winter
P003350,Apparel,Sweaters,81.97,133.34,VendorB,Giftable
P003351,Footwear,Slippers,139.6,264.93,VendorB,Giftable
P003352,Grocery,Chocolate,165.11,280.0,VendorD,Giftable
P003353,Footwear,Sneakers,106.66,210.6,VendorB,Giftable
P003354,Footwear,Boots,16.58,31.95,VendorB,Winter
P003355,Toys,Puzzles,49.77,66.28,VendorC,Evergreen
P003356,Apparel,Sweaters,79.78,129.91,VendorA,Winter
P003357,Beauty,Cosmetics,73.54,95.99,VendorB,Evergreen
P003358,Toys,Puzzles,50.79,73.83,VendorD,Winter
P003359,Jewelry,Necklace,191.12,290.13,VendorB,Giftable
P003360,Home,Decor,98.83,178.33,VendorB,Giftable
P003361,Jewelry,Necklace,171.75,334.53,VendorB,Giftable
P003362,Beauty,Skincare,193.3,281.33,VendorD,Giftable
P003363,Jewelry,Bracelet,177.89,263.14,VendorA,Winter
P003364,Electronics,Smart Home,141.54,223.65,VendorC,Winter
P003365,Apparel,Sweaters,84.87,129.96,VendorE,Evergreen
P003366,Beauty,Skincare,36.29,54.29,VendorB,Winter
P003367,Footwear,Boots,48.43,69.27,VendorC,Giftable
P003368,Footwear,Sneakers,25.65,46.33,VendorB,Giftable
P003369,Apparel,Socks,150.85,300.36,VendorB,Evergreen
P003370,Apparel,Sweaters,44.37,83.46,VendorC,Giftable
P003371,Home,Bedding,6.93,13.64,VendorB,Winter
P003372,Footwear,Slippers,116.28,213.76,VendorB,Giftable
P003373,Grocery,Snacks,9.2,15.81,VendorC,Evergreen
P003374,Home,Kitchen,94.46,174.03,VendorD,Giftable
P003375,Jewelry,Necklace,57.24,100.04,VendorD,Evergreen
P003376,Apparel,Outerwear,97.39,159.16,VendorA,Evergreen
P003377,Toys,Action Figures,182.84,245.22,VendorB,Giftable
P003378,Jewelry,Earrings,125.41,189.84,VendorE,Giftable
P003379,Grocery,Chocolate,98.42,149.06,VendorB,Winter
P003380,Books,Children,52.39,70.49,VendorA,Giftable
P003381,Footwear,Boots,124.35,211.96,VendorC,Giftable
P003382,Sports,Fitness,177.73,316.5,VendorB,Giftable
P003383,Sports,Fitness,54.62,96.33,VendorA,Giftable
P003384,Jewelry,Bracelet,35.79,56.3,VendorD,Giftable
P003385,Home,Kitchen,67.44,95.52,VendorC,Giftable
P003386,Footwear,Slippers,100.42,183.27,VendorC,Winter
P003387,Jewelry,Earrings,122.24,225.31,VendorE,Evergreen
P003388,Apparel,Outerwear,180.65,305.67,VendorC,Giftable
P003389,Apparel,Outerwear,179.79,256.02,VendorB,Giftable
P003390,Apparel,Socks,99.69,167.61,VendorC,Giftable
P003391,Grocery,Snacks,43.74,71.6,VendorC,Evergreen
P003392,Footwear,Slippers,67.35,104.26,VendorC,Evergreen
P003393,Apparel,Socks,92.66,166.81,VendorA,Evergreen
P003394,Home,Bedding,61.27,118.3,VendorA,Giftable
P003395,Beauty,Skincare,56.61,98.66,VendorC,Giftable
P003396,Electronics,Gaming,154.75,301.82,VendorD,Winter
P003397,Beauty,Cosmetics,93.15,127.73,VendorA,Giftable
P003398,Grocery,Snacks,96.92,143.75,VendorC,Giftable
P003399,Jewelry,Bracelet,49.88,80.99,VendorD,Giftable
P003400,Beauty,Cosmetics,30.17,54.61,VendorA,Winter
P003401,Jewelry,Necklace,66.54,113.93,VendorB,Giftable
P003402,Sports,Cycling,90.7,143.64,VendorB,Winter
P003403,Home,Kitchen,190.52,326.4,VendorD,Evergreen
P003404,Beauty,Fragrance,178.14,340.71,VendorA,Giftable
P003405,Apparel,Sweaters,129.54,256.37,VendorD,Giftable
P003406,Electronics,Smart Home,55.75,93.92,VendorD,Winter
P003407,Home,Bedding,45.72,82.49,VendorC,Evergreen
P003408,Books,Non-Fiction,187.33,304.96,VendorC,Evergreen
P003409,Jewelry,Bracelet,68.54,130.68,VendorE,Giftable
P003410,Jewelry,Earrings,169.07,308.09,VendorD,Winter
P003411,Footwear,Slippers,101.07,132.11,VendorC,Giftable
P003412,Toys,Action Figures,16.6,27.42,VendorA,Giftable
P003413,Jewelry,Necklace,52.03,69.47,VendorC,Giftable
P003414,Toys,Puzzles,55.18,81.29,VendorD,Winter
P003415,Beauty,Skincare,151.34,294.28,VendorE,Giftable
P003416,Home,Kitchen,185.79,332.49,VendorB,Evergreen
P003417,Jewelry,Necklace,156.73,207.33,VendorD,Giftable
P003418,Toys,Action Figures,180.49,314.9,VendorE,Winter
P003419,Apparel,Outerwear,149.93,228.08,VendorA,Giftable
P003420,Books,Non-Fiction,6.02,9.09,VendorD,Giftable
P003421,Home,Kitchen,110.85,192.9,VendorC,Winter
P003422,Footwear,Sneakers,108.21,147.49,VendorE,Winter
P003423,Grocery,Chocolate,144.15,280.17,VendorC,Giftable
P003424,Grocery,Snacks,40.79,58.84,VendorA,Giftable
P003425,Grocery,Coffee,72.07,124.77,VendorC,Winter
P003426,Grocery,Coffee,32.13,60.64,VendorD,Evergreen
P003427,Sports,Fitness,85.5,165.31,VendorE,Winter
P003428,Books,Non-Fiction,52.27,70.07,VendorD,Winter
P003429,Footwear,Slippers,103.03,179.66,VendorE,Evergreen
P003430,Apparel,Outerwear,103.42,137.95,VendorA,Winter
P003431,Beauty,Skincare,90.14,144.65,VendorE,Giftable
P003432,Grocery,Snacks,110.73,183.52,VendorE,Giftable
P003433,Beauty,Skincare,154.88,261.51,VendorB,Giftable
P003434,Apparel,Outerwear,75.55,143.92,VendorE,Giftable
P003435,Footwear,Boots,50.14,87.84,VendorC,Giftable
P003436,Footwear,Boots,66.47,104.51,VendorC,Giftable
P003437,Home,Kitchen,152.39,299.32,VendorD,Giftable
P003438,Apparel,Outerwear,85.92,136.06,VendorC,Giftable
P003439,Beauty,Fragrance,99.8,187.58,VendorC,Giftable
P003440,Electronics,Headphones,192.69,378.53,VendorD,Evergreen
P003441,Toys,Puzzles,77.51,149.46,VendorB,Evergreen
P003442,Sports,Outdoor,18.84,32.29,VendorE,Winter
P003443,Books,Children,159.34,302.07,VendorD,Evergreen
P003444,Footwear,Sneakers,43.0,77.2,VendorA,Evergreen
P003445,Jewelry,Necklace,17.46,28.18,VendorB,Evergreen
P003446,Toys,Board Games,23.94,46.01,VendorB,Evergreen
P003447,Sports,Cycling,163.25,221.27,VendorB,Giftable
P003448,Beauty,Cosmetics,183.42,291.77,VendorA,Giftable
P003449,Beauty,Skincare,48.13,65.1,VendorB,Winter
P003450,Home,Decor,33.14,46.69,VendorE,Evergreen
P003451,Footwear,Sneakers,173.87,248.8,VendorC,Winter
P003452,Electronics,Headphones,98.21,155.78,VendorE,Evergreen
P003453,Toys,Action Figures,153.33,248.6,VendorB,Giftable
P003454,Jewelry,Necklace,178.99,331.37,VendorE,Giftable
P003455,Jewelry,Earrings,43.97,81.28,VendorD,Giftable
P003456,Books,Non-Fiction,16.69,30.3,VendorE,Giftable
P003457,Electronics,Smart Home,82.34,122.25,VendorE,Winter
P003458,Toys,Puzzles,104.98,164.48,VendorB,Winter
P003459,Books,Non-Fiction,81.07,142.09,VendorA,Winter
P003460,Sports,Fitness,174.6,241.66,VendorD,Giftable
P003461,Beauty,Skincare,16.81,30.8,VendorA,Winter
P003462,Beauty,Skincare,34.41,53.17,VendorC,Giftable
P003463,Toys,Action Figures,41.18,54.18,VendorD,Winter
P003464,Apparel,Outerwear,40.43,71.5,VendorC,Evergreen
P003465,Home,Kitchen,103.22,146.13,VendorE,Evergreen
P003466,Jewelry,Necklace,121.68,171.38,VendorE,Evergreen
P003467,Toys,Board Games,67.65,122.7,VendorD,Giftable
P003468,Footwear,Sneakers,143.74,202.43,VendorB,Giftable
P003469,Grocery,Snacks,191.02,312.16,VendorE,Giftable
P003470,Electronics,Smart Home,14.2,28.36,VendorB,Winter
